NGS_ID	CpGisland	Methylation_value	Sample
597341	377	0.285714285714286	KMT2B_3
597343	377	0.411764705882353	KMT2B_3
597345	377	0.4	KMT2B_3
597347	377	0.407407407407407	KMT2B_3
597349	377	0.423076923076923	KMT2B_3
597351	377	0.428571428571429	KMT2B_3
597353	377	0.444444444444444	KMT2B_3
597355	377	0.653846153846154	KMT2B_3
597357	377	0.5	KMT2B_3
597359	377	0.379310344827586	KMT2B_3
597361	377	0.466666666666667	KMT2B_3
597363	377	0.3	KMT2B_3
597365	377	0.290322580645161	KMT2B_3
597367	377	0.379310344827586	KMT2B_3
597369	377	0.666666666666667	KMT2B_3
597371	377	0.592592592592593	KMT2B_3
597373	377	0.555555555555556	KMT2B_3
597375	377	0.310344827586207	KMT2B_3
597377	377	0.46875	KMT2B_3
597379	377	0.5	KMT2B_3
597381	377	0.1875	KMT2B_3
597383	377	0.32258064516129	KMT2B_3
597385	377	0.323529411764706	KMT2B_3
597387	377	0.424242424242424	KMT2B_3
597389	377	0.352941176470588	KMT2B_3
597391	377	0.611111111111111	KMT2B_3
597393	377	0.588235294117647	KMT2B_3
597395	377	0.540540540540541	KMT2B_3
597397	377	0.513513513513513	KMT2B_3
597399	377	0.447368421052632	KMT2B_3
597319	377	0.357142857142857	KMT2B_4
597321	377	0.157894736842105	KMT2B_4
597323	377	0.295081967213115	KMT2B_4
597325	377	0.15	KMT2B_4
597327	377	0.315789473684211	KMT2B_4
597329	377	0.42	KMT2B_4
597331	377	0.408163265306122	KMT2B_4
597333	377	0.44	KMT2B_4
597335	377	0.285714285714286	KMT2B_4
597337	377	0.36734693877551	KMT2B_4
597339	377	0.488888888888889	KMT2B_4
597341	377	0.340425531914894	KMT2B_4
597343	377	0.317073170731707	KMT2B_4
597345	377	0.195121951219512	KMT2B_4
597347	377	0.32	KMT2B_4
597349	377	0.037037037037037	KMT2B_4
597351	377	0.296296296296296	KMT2B_4
597353	377	0.153846153846154	KMT2B_4
597355	377	0.28	KMT2B_4
597357	377	0.185185185185185	KMT2B_4
597359	377	0.259259259259259	KMT2B_4
597361	377	0.310344827586207	KMT2B_4
597363	377	0.166666666666667	KMT2B_4
597365	377	0.28125	KMT2B_4
597367	377	0.09375	KMT2B_4
597369	377	0.257142857142857	KMT2B_4
597371	377	0.263157894736842	KMT2B_4
597373	377	0.30952380952381	KMT2B_4
597375	377	0.19047619047619	KMT2B_4
597377	377	0.208333333333333	KMT2B_4
597379	377	0.25	KMT2B_4
597381	377	0.173076923076923	KMT2B_4
597383	377	0.176470588235294	KMT2B_4
597385	377	0.222222222222222	KMT2B_4
597387	377	0.277777777777778	KMT2B_4
597389	377	0.37037037037037	KMT2B_4
597391	377	0.326923076923077	KMT2B_4
597393	377	0.25	KMT2B_4
597395	377	0.296296296296296	KMT2B_4
597397	377	0.32	KMT2B_4
597399	377	0.282608695652174	KMT2B_4
597319	377	0.337078651685393	KMT2B_5
597321	377	0.227272727272727	KMT2B_5
597323	377	0.229885057471264	KMT2B_5
597325	377	0.2	KMT2B_5
597327	377	0.369047619047619	KMT2B_5
597329	377	0.421052631578947	KMT2B_5
597331	377	0.36986301369863	KMT2B_5
597333	377	0.452054794520548	KMT2B_5
597335	377	0.308823529411765	KMT2B_5
597337	377	0.491803278688525	KMT2B_5
597339	377	0.46551724137931	KMT2B_5
597341	377	0.366666666666667	KMT2B_5
597343	377	0.362068965517241	KMT2B_5
597345	377	0.186440677966102	KMT2B_5
597347	377	0.365853658536585	KMT2B_5
597349	377	0.277777777777778	KMT2B_5
597351	377	0.314285714285714	KMT2B_5
597353	377	0.27027027027027	KMT2B_5
597355	377	0.472222222222222	KMT2B_5
597357	377	0.324324324324324	KMT2B_5
597359	377	0.282051282051282	KMT2B_5
597361	377	0.205128205128205	KMT2B_5
597363	377	0.125	KMT2B_5
597365	377	0.204545454545455	KMT2B_5
597367	377	0.162790697674419	KMT2B_5
597369	377	0.3	KMT2B_5
597371	377	0.288888888888889	KMT2B_5
597373	377	0.260869565217391	KMT2B_5
597375	377	0.304347826086957	KMT2B_5
597377	377	0.170212765957447	KMT2B_5
597379	377	0.235294117647059	KMT2B_5
597381	377	0.0943396226415094	KMT2B_5
597383	377	0.166666666666667	KMT2B_5
597385	377	0.185185185185185	KMT2B_5
597387	377	0.215686274509804	KMT2B_5
597389	377	0.25	KMT2B_5
597391	377	0.32	KMT2B_5
597393	377	0.3125	KMT2B_5
597395	377	0.274509803921569	KMT2B_5
597397	377	0.375	KMT2B_5
597399	377	0.303571428571429	KMT2B_5
597319	377	0.184615384615385	KMT2B_6
597321	377	0.141732283464567	KMT2B_6
597323	377	0.15	KMT2B_6
597325	377	0.0956521739130435	KMT2B_6
597327	377	0.185185185185185	KMT2B_6
597329	377	0.192307692307692	KMT2B_6
597331	377	0.185567010309278	KMT2B_6
597333	377	0.178947368421053	KMT2B_6
597335	377	0.144444444444444	KMT2B_6
597337	377	0.137931034482759	KMT2B_6
597339	377	0.137931034482759	KMT2B_6
597341	377	0.0795454545454545	KMT2B_6
597343	377	0.129411764705882	KMT2B_6
597345	377	0.0609756097560976	KMT2B_6
597347	377	0.121212121212121	KMT2B_6
597349	377	0.138888888888889	KMT2B_6
597351	377	0.112903225806452	KMT2B_6
597353	377	0.112903225806452	KMT2B_6
597355	377	0.136363636363636	KMT2B_6
597357	377	0.164179104477612	KMT2B_6
597359	377	0.136363636363636	KMT2B_6
597361	377	0.181818181818182	KMT2B_6
597363	377	0.134328358208955	KMT2B_6
597365	377	0.164179104477612	KMT2B_6
597367	377	0.0895522388059701	KMT2B_6
597369	377	0.279411764705882	KMT2B_6
597371	377	0.222222222222222	KMT2B_6
597373	377	0.253012048192771	KMT2B_6
597375	377	0.151162790697674	KMT2B_6
597377	377	0.184782608695652	KMT2B_6
597379	377	0.234042553191489	KMT2B_6
597381	377	0.12	KMT2B_6
597383	377	0.168316831683168	KMT2B_6
597385	377	0.141509433962264	KMT2B_6
597387	377	0.226415094339623	KMT2B_6
597389	377	0.213592233009709	KMT2B_6
597391	377	0.3	KMT2B_6
597393	377	0.308510638297872	KMT2B_6
597395	377	0.277777777777778	KMT2B_6
597397	377	0.270833333333333	KMT2B_6
597399	377	0.152173913043478	KMT2B_6
597319	377	0.15625	KMT2B_7
597321	377	0.09375	KMT2B_7
597323	377	0.135593220338983	KMT2B_7
597325	377	0.0983606557377049	KMT2B_7
597327	377	0.140625	KMT2B_7
597329	377	0.220338983050847	KMT2B_7
597331	377	0.263157894736842	KMT2B_7
597333	377	0.258620689655172	KMT2B_7
597335	377	0.207547169811321	KMT2B_7
597337	377	0.3125	KMT2B_7
597339	377	0.297872340425532	KMT2B_7
597341	377	0.155555555555556	KMT2B_7
597343	377	0.357142857142857	KMT2B_7
597345	377	0.15	KMT2B_7
597347	377	0.263157894736842	KMT2B_7
597349	377	0.264705882352941	KMT2B_7
597351	377	0.290322580645161	KMT2B_7
597353	377	0.32258064516129	KMT2B_7
597355	377	0.272727272727273	KMT2B_7
597357	377	0.147058823529412	KMT2B_7
597359	377	0.111111111111111	KMT2B_7
597361	377	0.256410256410256	KMT2B_7
597363	377	0.2	KMT2B_7
597365	377	0.214285714285714	KMT2B_7
597367	377	0.0952380952380952	KMT2B_7
597369	377	0.244444444444444	KMT2B_7
597371	377	0.404255319148936	KMT2B_7
597373	377	0.395833333333333	KMT2B_7
597375	377	0.326530612244898	KMT2B_7
597377	377	0.327272727272727	KMT2B_7
597379	377	0.4	KMT2B_7
597381	377	0.186440677966102	KMT2B_7
597383	377	0.241935483870968	KMT2B_7
597385	377	0.26984126984127	KMT2B_7
597387	377	0.349206349206349	KMT2B_7
597389	377	0.318181818181818	KMT2B_7
597391	377	0.388059701492537	KMT2B_7
597393	377	0.353846153846154	KMT2B_7
597395	377	0.349206349206349	KMT2B_7
597397	377	0.36231884057971	KMT2B_7
597399	377	0.421875	KMT2B_7
597319	377	0.144578313253012	KMT2B_8
597321	377	0.140243902439024	KMT2B_8
597323	377	0.147435897435897	KMT2B_8
597325	377	0.163265306122449	KMT2B_8
597327	377	0.205882352941176	KMT2B_8
597329	377	0.330578512396694	KMT2B_8
597331	377	0.310344827586207	KMT2B_8
597333	377	0.327586206896552	KMT2B_8
597335	377	0.220183486238532	KMT2B_8
597337	377	0.37037037037037	KMT2B_8
597339	377	0.372340425531915	KMT2B_8
597341	377	0.268817204301075	KMT2B_8
597343	377	0.314606741573034	KMT2B_8
597345	377	0.233333333333333	KMT2B_8
597347	377	0.451219512195122	KMT2B_8
597349	377	0.354838709677419	KMT2B_8
597351	377	0.5	KMT2B_8
597353	377	0.410526315789474	KMT2B_8
597355	377	0.494845360824742	KMT2B_8
597357	377	0.397959183673469	KMT2B_8
597359	377	0.34	KMT2B_8
597361	377	0.382352941176471	KMT2B_8
597363	377	0.306930693069307	KMT2B_8
597365	377	0.306930693069307	KMT2B_8
597367	377	0.29	KMT2B_8
597369	377	0.438095238095238	KMT2B_8
597371	377	0.442477876106195	KMT2B_8
597373	377	0.460176991150442	KMT2B_8
597375	377	0.37719298245614	KMT2B_8
597377	377	0.369747899159664	KMT2B_8
597379	377	0.449152542372881	KMT2B_8
597381	377	0.233870967741935	KMT2B_8
597383	377	0.288	KMT2B_8
597385	377	0.306451612903226	KMT2B_8
597387	377	0.435483870967742	KMT2B_8
597389	377	0.413223140495868	KMT2B_8
597391	377	0.495726495726496	KMT2B_8
597393	377	0.530973451327434	KMT2B_8
597395	377	0.470588235294118	KMT2B_8
597397	377	0.504273504273504	KMT2B_8
597399	377	0.446428571428571	KMT2B_8
597319	377	0.12280701754386	KMT2B_9
597321	377	0.105263157894737	KMT2B_9
597323	377	0.0909090909090909	KMT2B_9
597325	377	0.117647058823529	KMT2B_9
597327	377	0.145833333333333	KMT2B_9
597329	377	0.219512195121951	KMT2B_9
597331	377	0.256410256410256	KMT2B_9
597333	377	0.236842105263158	KMT2B_9
597335	377	0.108108108108108	KMT2B_9
597337	377	0.216216216216216	KMT2B_9
597339	377	0.181818181818182	KMT2B_9
597341	377	0.111111111111111	KMT2B_9
597343	377	0.172413793103448	KMT2B_9
597345	377	0.107142857142857	KMT2B_9
597347	377	0.25	KMT2B_9
597349	377	0.16	KMT2B_9
597351	377	0.24	KMT2B_9
597353	377	0.16	KMT2B_9
597355	377	0.28	KMT2B_9
597357	377	0.04	KMT2B_9
597359	377	0.148148148148148	KMT2B_9
597361	377	0.16	KMT2B_9
597363	377	0.148148148148148	KMT2B_9
597365	377	0.107142857142857	KMT2B_9
597367	377	0.1	KMT2B_9
597369	377	0.176470588235294	KMT2B_9
597371	377	0.162790697674419	KMT2B_9
597373	377	0.204545454545455	KMT2B_9
597375	377	0.2	KMT2B_9
597377	377	0.0888888888888889	KMT2B_9
597379	377	0.266666666666667	KMT2B_9
597381	377	0.0638297872340425	KMT2B_9
597383	377	0.0833333333333333	KMT2B_9
597385	377	0.142857142857143	KMT2B_9
597387	377	0.1875	KMT2B_9
597389	377	0.195652173913043	KMT2B_9
597391	377	0.173913043478261	KMT2B_9
597393	377	0.288888888888889	KMT2B_9
597395	377	0.166666666666667	KMT2B_9
597397	377	0.146341463414634	KMT2B_9
597399	377	0.205128205128205	KMT2B_9
597319	377	0.0489449201105642	control_median
597321	377	0.0233571671773918	control_median
597323	377	0.0386554621848739	control_median
597325	377	0.0285543672981922	control_median
597327	377	0.0497524752475247	control_median
597329	377	0.0580618212197159	control_median
597331	377	0.0574387947269303	control_median
597333	377	0.0625077322776197	control_median
597335	377	0.0349025974025974	control_median
597337	377	0.0567109777015437	control_median
597339	377	0.0603782182729551	control_median
597341	377	0.0387844611528822	control_median
597343	377	0.0502828409805154	control_median
597345	377	0.0285772606654419	control_median
597347	377	0.0300904977375565	control_median
597349	377	0.0169686511360368	control_median
597351	377	0.0600358422939068	control_median
597353	377	0.0464304884594739	control_median
597355	377	0.0561288305190744	control_median
597357	377	0.0419147301709237	control_median
597359	377	0.0468236582694414	control_median
597361	377	0.0642135642135642	control_median
597363	377	0.0344873150105708	control_median
597365	377	0.0439707935144422	control_median
597367	377	0.0384774147894798	control_median
597369	377	0.076144578313253	control_median
597371	377	0.0657539182129346	control_median
597373	377	0.0743991144845035	control_median
597375	377	0.072077922077922	control_median
597377	377	0.0588316722037652	control_median
597379	377	0.0693671407957122	control_median
597381	377	0.0220544168764233	control_median
597383	377	0.0283044058744993	control_median
597385	377	0.0331441680753441	control_median
597387	377	0.0740571577711079	control_median
597389	377	0.0773504273504273	control_median
597391	377	0.104049719326383	control_median
597393	377	0.0804572907679033	control_median
597395	377	0.082427843803056	control_median
597397	377	0.0902616279069767	control_median
597399	377	0.0615942028985507	control_median
597319	377	0.0434799319538117	control_std
597321	377	0.0233179449613896	control_std
597323	377	0.0264262991618266	control_std
597325	377	0.0236869647276433	control_std
597327	377	0.0381611254971709	control_std
597329	377	0.0466842357274098	control_std
597331	377	0.0388428310569199	control_std
597333	377	0.0404504136154842	control_std
597335	377	0.0292883799714118	control_std
597337	377	0.0432067795594383	control_std
597339	377	0.0456131778186127	control_std
597341	377	0.0352509660555924	control_std
597343	377	0.0404468539600543	control_std
597345	377	0.0313040751342161	control_std
597347	377	0.0313415630558851	control_std
597349	377	0.0313046082797095	control_std
597351	377	0.0483424179575994	control_std
597353	377	0.0450471939774213	control_std
597355	377	0.0490852752435664	control_std
597357	377	0.0353371723827229	control_std
597359	377	0.0322206244891774	control_std
597361	377	0.0375166668179021	control_std
597363	377	0.0345433871787342	control_std
597365	377	0.0337053029724727	control_std
597367	377	0.0270077367279144	control_std
597369	377	0.0489564724971863	control_std
597371	377	0.0600401389552031	control_std
597373	377	0.0573663020355144	control_std
597375	377	0.037537556125059	control_std
597377	377	0.0408023761245726	control_std
597379	377	0.0472037131491155	control_std
597381	377	0.0257820496858236	control_std
597383	377	0.0258992103391965	control_std
597385	377	0.0328278803073925	control_std
597387	377	0.0435956857934994	control_std
597389	377	0.0444923844283104	control_std
597391	377	0.0691034412208394	control_std
597393	377	0.0684983468812378	control_std
597395	377	0.0533281434769247	control_std
597397	377	0.055255076005329	control_std
597399	377	0.0372794213391594	control_std
631353	405	0.811320754716981	KMT2B_1
631355	405	0.751445086705202	KMT2B_1
631357	405	0.875706214689266	KMT2B_1
631359	405	0.84180790960452	KMT2B_1
631361	405	0.726256983240223	KMT2B_1
631363	405	0.710526315789474	KMT2B_1
631365	405	0.678832116788321	KMT2B_1
631369	405	0.693069306930693	KMT2B_1
631371	405	0.718446601941748	KMT2B_1
631373	405	0.699029126213592	KMT2B_1
631375	405	0.404255319148936	KMT2B_1
631377	405	0.655172413793103	KMT2B_1
631379	405	0.620689655172414	KMT2B_1
631381	405	0.476190476190476	KMT2B_1
631383	405	0.294117647058824	KMT2B_1
631385	405	0.36046511627907	KMT2B_1
631387	405	0.422222222222222	KMT2B_1
631389	405	0.451612903225806	KMT2B_1
631391	405	0.698924731182796	KMT2B_1
631397	405	0.706521739130435	KMT2B_1
631399	405	0.720930232558139	KMT2B_1
631401	405	0.674698795180723	KMT2B_1
631403	405	0.565789473684211	KMT2B_1
631405	405	0.352941176470588	KMT2B_1
631407	405	0.483870967741935	KMT2B_1
631409	405	0.295081967213115	KMT2B_1
631411	405	0.258064516129032	KMT2B_1
631413	405	0.290909090909091	KMT2B_1
631415	405	0.290909090909091	KMT2B_1
631417	405	0.135135135135135	KMT2B_1
631419	405	0.219512195121951	KMT2B_1
631421	405	0.219512195121951	KMT2B_1
631423	405	0.214285714285714	KMT2B_1
631425	405	0.48780487804878	KMT2B_1
631427	405	0.456521739130435	KMT2B_1
631429	405	0.306122448979592	KMT2B_1
631431	405	0.204081632653061	KMT2B_1
631433	405	0.435483870967742	KMT2B_1
631435	405	0.333333333333333	KMT2B_1
631437	405	0.459016393442623	KMT2B_1
631441	405	0.2	KMT2B_1
631443	405	0.126984126984127	KMT2B_1
631445	405	0.0338983050847458	KMT2B_1
631447	405	0.04	KMT2B_1
631451	405	0.0681818181818182	KMT2B_1
631453	405	0.0666666666666667	KMT2B_1
631455	405	0.15	KMT2B_1
631457	405	0.236842105263158	KMT2B_1
631459	405	0.0232558139534884	KMT2B_1
631461	405	0.102040816326531	KMT2B_1
631463	405	0.04	KMT2B_1
631465	405	0.0317460317460317	KMT2B_1
631467	405	0.108108108108108	KMT2B_1
631469	405	0.0617283950617284	KMT2B_1
631471	405	0.1	KMT2B_1
631473	405	0.0198019801980198	KMT2B_1
631475	405	0.025	KMT2B_1
631477	405	0.0634920634920635	KMT2B_1
631479	405	0.1	KMT2B_1
631481	405	0.0350877192982456	KMT2B_1
631483	405	0.0687830687830688	KMT2B_1
631485	405	0.0575916230366492	KMT2B_1
631487	405	0.115384615384615	KMT2B_1
631489	405	0.15606936416185	KMT2B_1
631491	405	0.140127388535032	KMT2B_1
631493	405	0.19047619047619	KMT2B_1
631495	405	0.045045045045045	KMT2B_1
631497	405	0.0961538461538462	KMT2B_1
631499	405	0.0454545454545455	KMT2B_1
631501	405	0.0526315789473684	KMT2B_1
631503	405	0.105263157894737	KMT2B_1
631505	405	0.342465753424658	KMT2B_1
631507	405	0.135135135135135	KMT2B_1
631509	405	0.12987012987013	KMT2B_1
631511	405	0.154929577464789	KMT2B_1
631513	405	0.114285714285714	KMT2B_1
631515	405	0.0895522388059701	KMT2B_1
631517	405	0.174603174603175	KMT2B_1
631519	405	0.12	KMT2B_1
631521	405	0.136363636363636	KMT2B_1
631523	405	0.162790697674419	KMT2B_1
631525	405	0.189189189189189	KMT2B_1
631527	405	0.0882352941176471	KMT2B_1
631529	405	0.153846153846154	KMT2B_1
631531	405	0.238095238095238	KMT2B_1
631533	405	0.133333333333333	KMT2B_1
631551	405	0.6	KMT2B_1
631553	405	0.4	KMT2B_1
631555	405	0.272727272727273	KMT2B_1
631557	405	0.214285714285714	KMT2B_1
631559	405	0.5	KMT2B_1
